,Player1,Player2,Score1,Score2,Best Of,Round Name,Match Date,Tournament Name,Tournament id,Year
1233,Ross Bulman,Ross Muir,3,2,5,Round 1,2020-08-03,2020 Q School - Event 1,3752,2020
1234,Benji Buckley,Paul Burrell,3,0,5,Round 1,2020-08-03,2020 Q School - Event 1,3752,2020
1235,Jamie Barrett,Greg Casey,3,0,5,Round 1,2020-08-03,2020 Q School - Event 1,3752,2020
1236,Sam Baird,Patrick Whelan,3,1,5,Round 1,2020-08-03,2020 Q School - Event 1,3752,2020
1237,Daniel Bagley,Jack Culligan,3,1,5,Round 1,2020-08-03,2020 Q School - Event 1,3752,2020
1238,Farakh Ajaib,Haydon Pinhey,3,1,5,Round 1,2020-08-03,2020 Q School - Event 1,3752,2020
1239,Fan Zhengyi,Tyler Rees,3,2,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1240,Dean Young,Lee Richardson,3,2,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1241,Fang Xiongman,Dean Reynolds,3,0,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1242,Michael White,Christopher Keogan,3,2,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1243,Patrick Wallace,Connor Benzey,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1244,Lee Walker,Ivan Kakovskii,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1245,Mark Taylor,Paul Deaville,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1246,Alex Taubman,Tugba Irten,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1247,Hayden Staniland,Sydney Wilson,3,0,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1248,Luke Simmonds,Zak Surety,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1249,Adrian Rosa,Craig Steadman,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1250,Ryan Roberts,Stephen Groves,3,0,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1251,Fergal Quinn (II),Ollie Douglas,3,0,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1252,Brian Ochoiski,Ryan Davies,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1253,Florian Nüßle,Niel Vincent,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1254,Jake Nicholson,James Burrett,3,1,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1255,Saqib Nasir,Matthew Couch,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1256,Alex Millington,Callum Lloyd,3,1,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1257,Hammad Miah,Adam Longley,3,0,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1258,Ben Mertens,Jack Smithers,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1259,Rory McLeod,Jeff Cundy,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1260,Robbie Mcguigan,Chris Totten,3,1,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1261,Jamie McArdle,Jed Mann,3,1,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1262,Ian Martin,Ronan Whyte,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1263,Simon Lichtenberg,Tam Mustafa,3,0,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1264,Sanderson Lam,Jenson Kendrick,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1265,Antoni Kowalski,Andy Marriott,3,1,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1266,Stephen Kershaw,Keishin Kamihashi,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1267,Kuldesh Johal,Stephen Swaine,3,0,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1268,Robert James,Hans Blanckaert,3,2,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1269,Hamim Hussain,David Nelson,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1270,Sean Harvey,Marvin Morgan,3,1,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1271,Ben Hancorn,Haider Ali,3,0,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1272,Steven Hallworth,Reanne Evans,3,1,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1273,Brandon Hall,Stan Moody,3,1,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1274,Liam Graham,Lucky Vatnani,3,2,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1275,Raymond Fry,Ben Fortey,3,2,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1276,Leo Fernandez,Harvey Chandler,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1277,Peter Devlin,Mark Vincent,3,0,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1278,Paul Davison,James Leadbetter,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1279,Paul Davies,Daniel Ward,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1280,Stephen Craigie,Michael Georgiou,3,2,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1281,Bradley Cowdroy,Chen Feilong,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1282,Joshua Cooper,Julien Leclercq,3,2,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1283,Michael Collumb,Adam Duffy,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1284,Alex Clenshaw,Lee Shanker,3,0,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1285,Thor Chuan Leong,Adam Edge,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1286,Alfie Burden,Benji Buckley,3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1287,Ross Bulman,Jack Dady,3,0,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1288,Oliver Brown,Callum Beresford,3,2,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1289,Simon Blackwell,Aidan Murphy (II),3,2,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1290,Jamie Barrett,Steven Evans,3,0,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1291,Sam Baird,Mateusz Baranowski,3,1,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1292,Daniel Bagley,James Height,3,0,5,Last 128,2020-08-04,2020 Q School - Event 1,3752,2020
1293,John Astley,Dylan Emery,3,1,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1294,Farakh Ajaib,Mark Lloyd,3,0,5,Last 128,2020-08-03,2020 Q School - Event 1,3752,2020
1295,Fan Zhengyi,Jake Nicholson,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1296,Dean Young,Steven Hallworth,4,0,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1297,Michael White,Raymond Fry,4,0,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1298,Patrick Wallace,Paul Davison,4,1,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1299,Joshua Thomond,Fang Xiongman,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1300,Luke Simmonds,Alfie Burden,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1301,Adrian Rosa,Hamim Hussain,4,3,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1302,Ryan Roberts,Sean Harvey,4,3,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1303,Rhydian Richards,Fergal Quinn (II),4,0,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1304,Brian Ochoiski,Ben Hancorn,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1305,Florian Nüßle,Phil O'Kane,4,3,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1306,Hammad Miah,Daniel Womersley,4,3,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1307,Ben Mertens,Mark Taylor,4,1,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1308,Simon Lichtenberg,Stephen Craigie,4,0,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1309,Sanderson Lam,Luke Pinches,4,1,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1310,Antoni Kowalski,Alex Millington,4,1,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1311,Stephen Kershaw,Bradley Cowdroy,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1312,Jamie Jones,Paul Davies,4,1,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1313,Robert James,Robbie Mcguigan,4,1,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1314,Liam Graham,Daniel Bagley,4,0,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1315,Leo Fernandez,Hayden Staniland,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1316,Peter Devlin,Kuldesh Johal,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1317,Joshua Cooper,Sam Baird,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1318,Michael Collumb,Keith Keldie,4,3,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1319,Alex Clenshaw,Ian Martin,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1320,Thor Chuan Leong,Ross Bulman,4,3,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1321,Oliver Brown,Jamie McArdle,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1322,Simon Blackwell,Alex Taubman,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1323,Jamie Barrett,Brandon Hall,4,0,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1324,John Astley,Saqib Nasir,4,1,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1325,Farakh Ajaib,Rory McLeod,4,2,7,Last 64,2020-08-07,2020 Q School - Event 1,3752,2020
1326,Fan Zhengyi,Oliver Brown,4,3,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1327,Michael White,Joshua Cooper,4,1,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1328,Patrick Wallace,Florian Nüßle,4,0,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1329,Lee Walker,Stephen Kershaw,4,2,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1330,Ben Mertens,Brian Ochoiski,4,0,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1331,Simon Lichtenberg,Dean Young,4,2,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1332,Antoni Kowalski,Ryan Roberts,4,2,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1333,Jamie Jones,Alex Clenshaw,4,1,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1334,Robert James,Jamie Barrett,4,3,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1335,Liam Graham,Rhydian Richards,4,1,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1336,Leo Fernandez,Sanderson Lam,4,2,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1337,Peter Devlin,Joshua Thomond,4,2,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1338,Thor Chuan Leong,Adrian Rosa,4,1,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1339,Simon Blackwell,Hammad Miah,4,3,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1340,John Astley,Michael Collumb,4,1,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1341,Farakh Ajaib,Luke Simmonds,4,2,7,Last 32,2020-08-07,2020 Q School - Event 1,3752,2020
1342,Fan Zhengyi,Liam Graham,4,1,7,Last 16,2020-08-07,2020 Q School - Event 1,3752,2020
1343,Michael White,Antoni Kowalski,4,3,7,Last 16,2020-08-07,2020 Q School - Event 1,3752,2020
1344,Lee Walker,Jamie Jones,4,1,7,Last 16,2020-08-07,2020 Q School - Event 1,3752,2020
1345,Simon Lichtenberg,Robert James,4,0,7,Last 16,2020-08-07,2020 Q School - Event 1,3752,2020
1346,Leo Fernandez,Farakh Ajaib,4,1,7,Last 16,2020-08-07,2020 Q School - Event 1,3752,2020
1347,Peter Devlin,Thor Chuan Leong,4,2,7,Last 16,2020-08-07,2020 Q School - Event 1,3752,2020
1348,Simon Blackwell,Ben Mertens,4,0,7,Last 16,2020-08-07,2020 Q School - Event 1,3752,2020
1349,John Astley,Patrick Wallace,4,0,7,Last 16,2020-08-07,2020 Q School - Event 1,3752,2020
1350,Fan Zhengyi,Michael White,4,2,7,Quarter-final,2020-08-07,2020 Q School - Event 1,3752,2020
1351,Lee Walker,Simon Blackwell,4,1,7,Quarter-final,2020-08-07,2020 Q School - Event 1,3752,2020
1352,Simon Lichtenberg,Leo Fernandez,4,1,7,Quarter-final,2020-08-07,2020 Q School - Event 1,3752,2020
1353,Peter Devlin,John Astley,4,2,7,Quarter-final,2020-08-07,2020 Q School - Event 1,3752,2020
1354,Fan Zhengyi,Dylan Emery,6,4,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1355,Wu Yize,Ashley Hugill,6,4,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1356,Jimmy White,Ivan Kakovskii,6,3,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1357,Allan Taylor,Soheil Vahedi,6,1,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1358,Hayden Staniland,Riley Parsons,6,1,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1359,Eden Sharav,Daniel Womersley,6,3,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1360,Tyler Rees,Adam Stefanow,6,5,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1361,Ian Preece,Igor Figueiredo,6,5,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1362,Barry Pinches,Dean Young,6,0,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1363,Fraser Patrick,Sean Maddocks,6,1,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1364,Jackson Page,Chae Ross,6,3,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1365,Jamie O'Neill,Oliver Brown,6,5,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1366,Jake Nicholson,Brandon Sargeant,6,2,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1367,Ross Muir,Si Jiahui,6,2,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1368,Hammad Miah,Florian Nüßle,6,5,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1369,Ben Mertens,James Cahill,6,2,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1370,Rory McLeod,Billy Joe Castle,6,5,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1371,Mitchell Mann,Paul Davison,6,2,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1372,Peter Lines,Connor Benzey,6,1,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1373,Simon Lichtenberg,Adam Duffy,6,2,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1374,Rod Lawler,Ross Bulman,6,5,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1375,Antoni Kowalski,David Lilley,6,4,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1376,Duane Jones,Christopher Keogan,6,1,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1377,Kishan Hirani,Robin Hull,6,5,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1378,Andy Hicks,Reanne Evans,6,3,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1379,Gerard Greene,Brian Ochoiski,6,1,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1380,Kacper Filipiak,Andrew Pagett,6,3,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1381,Chen Feilong,Aaron Hill,6,2,11,Last 144,2020-07-21,2020 World Championship,3687,2020
1382,Thor Chuan Leong,Iulian Boiko,6,3,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1383,Alex Borg,Patrick Whelan,6,4,11,Last 144,2020-07-22,2020 World Championship,3687,2020
1384,Wu Yize,Robbie Williams,6,4,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1385,Michael White,Jamie O'Neill,6,5,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1386,Jimmy White,Michael Georgiou,6,4,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1387,Alexander Ursenbacher,Chen Feilong,6,1,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1388,Allan Taylor,Lee Walker,6,1,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1389,Akani Songsermsawad,Lukas Kleckers,6,2,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1390,Elliot Slessor,Antoni Kowalski,6,2,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1391,Eden Sharav,Nigel Bond,6,3,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1392,Ian Preece,John Astley,6,5,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1393,Barry Pinches,Craig Steadman,6,5,11,Last 112,2020-07-25,2020 World Championship,3687,2020
1394,Jackson Page,Harvey Chandler,6,2,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1395,Joe O'Connor,Duane Jones,6,3,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1396,Fergal O'Brien,Rod Lawler,6,3,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1397,Mark Joyce,Simon Lichtenberg,6,3,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1398,Jak Jones,Jake Nicholson,6,2,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1399,Luo Honghao,Peter Lines,6,5,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1400,Liam Highfield,Alex Borg,6,1,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1401,Andrew Higginson,Hayden Staniland,6,0,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1402,Louis Heathcote,Kishan Hirani,6,3,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1403,Gerard Greene,Oliver Lines,6,2,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1404,David Grace,Hammad Miah,6,1,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1405,Martin Gould,Amine Amiri,6,0,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1406,Mike Dunn,Kacper Filipiak,6,5,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1407,Ken Doherty,Fraser Patrick,6,4,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1408,Dominic Dale,Fan Zhengyi,6,4,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1409,Sam Craigie,Andy Hicks,6,0,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1410,Jamie Clarke,Mitchell Mann,6,1,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1411,Ashley Carty,Ross Muir,6,4,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1412,Ian Burns,Thor Chuan Leong,6,2,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1413,Alfie Burden,Tyler Rees,6,3,11,Last 112,2020-07-23,2020 World Championship,3687,2020
1414,Jordan Brown,Rory McLeod,6,1,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1415,Sam Baird,Ben Mertens,6,4,11,Last 112,2020-07-24,2020 World Championship,3687,2020
1416,Liang Wenbo,Alfie Burden,6,2,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1417,Ricky Walden,Mark Joyce,6,3,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1418,Alexander Ursenbacher,Gary Wilson,6,3,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1419,Thepchaiya Un-Nooh,Dominic Dale,6,1,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1420,Matthew Stevens,Ian Preece,6,4,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1421,Akani Songsermsawad,Tian Pengfei,6,3,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1422,Elliot Slessor,Ben Woollaston,6,1,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1423,Eden Sharav,Lyu Haotian,6,2,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1424,Matthew Selt,Allan Taylor,6,3,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1425,Noppon Saengkham,Michael White,6,4,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1426,Martin O'Donnell,Mike Dunn,6,4,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1427,Fergal O'Brien,Luca Brecel,6,5,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1428,Robert Milkins,Jimmy White,6,1,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1429,Alan McManus,Wu Yize,6,3,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1430,Anthony McGill,Jak Jones,6,1,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1431,Kurt Maflin,Joe O'Connor,6,5,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1432,Mark King,Ken Doherty,6,3,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1433,Liam Highfield,Lu Ning,6,5,11,Last 80,2020-07-27,2020 World Championship,3687,2020
1434,Andrew Higginson,Daniel Wells,6,5,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1435,Louis Heathcote,Ali Carter,6,3,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1436,Anthony Hamilton,Sam Craigie,6,3,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1437,Martin Gould,Chris Wakelin,6,4,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1438,Tom Ford,Gerard Greene,6,3,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1439,Graeme Dott,David Grace,6,0,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1440,Scott Donaldson,Jackson Page,6,3,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1441,Ryan Day,Barry Pinches,6,4,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1442,Jamie Clarke,Joe Perry,6,4,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1443,Ashley Carty,Jimmy Robertson,6,4,11,Last 80,2020-07-25,2020 World Championship,3687,2020
1444,Stuart Carrington,Luo Honghao,6,4,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1445,Ian Burns,Michael Holt,6,3,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1446,Jordan Brown,Hossein Vafaei,6,5,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1447,Sam Baird,Mark Davis,6,4,11,Last 80,2020-07-26,2020 World Championship,3687,2020
1448,Liang Wenbo,Fergal O'Brien,10,9,19,Last 48,2020-07-27,2020 World Championship,3687,2020
1449,Alexander Ursenbacher,Andrew Higginson,10,8,19,Last 48,2020-07-27,2020 World Championship,3687,2020
1450,Thepchaiya Un-Nooh,Liam Highfield,10,7,19,Last 48,2020-07-28,2020 World Championship,3687,2020
1451,Matthew Stevens,Ricky Walden,10,5,19,Last 48,2020-07-28,2020 World Championship,3687,2020
1452,Elliot Slessor,Martin O'Donnell,10,3,19,Last 48,2020-07-27,2020 World Championship,3687,2020
1453,Noppon Saengkham,Eden Sharav,10,2,19,Last 48,2020-07-27,2020 World Championship,3687,2020
1454,Alan McManus,Louis Heathcote,10,5,19,Last 48,2020-07-27,2020 World Championship,3687,2020
1455,Anthony McGill,Sam Baird,10,1,19,Last 48,2020-07-28,2020 World Championship,3687,2020
1456,Kurt Maflin,Matthew Selt,10,1,19,Last 48,2020-07-27,2020 World Championship,3687,2020
1457,Mark King,Ian Burns,10,6,19,Last 48,2020-07-28,2020 World Championship,3687,2020
1458,Anthony Hamilton,Scott Donaldson,10,5,19,Last 48,2020-07-27,2020 World Championship,3687,2020
1459,Martin Gould,Graeme Dott,10,6,19,Last 48,2020-07-28,2020 World Championship,3687,2020
1460,Tom Ford,Stuart Carrington,10,8,19,Last 48,2020-07-28,2020 World Championship,3687,2020
1461,Jamie Clarke,Akani Songsermsawad,10,7,19,Last 48,2020-07-28,2020 World Championship,3687,2020
1462,Ashley Carty,Robert Milkins,10,8,19,Last 48,2020-07-27,2020 World Championship,3687,2020
1463,Jordan Brown,Ryan Day,10,6,19,Last 48,2020-07-28,2020 World Championship,3687,2020
1464,Mark Williams,Alan McManus,10,5,19,Last 32,2020-07-31 - 08-01,2020 World Championship,3687,2020
1465,Judd Trump,Tom Ford,10,8,19,Last 32,2020-07-31,2020 World Championship,3687,2020
1466,Mark Selby,Jordan Brown,10,6,19,Last 32,2020-08-03 - 08-04,2020 World Championship,3687,2020
1467,Noppon Saengkham,Shaun Murphy,10,4,19,Last 32,2020-08-03 - 08-04,2020 World Championship,3687,2020
1468,Neil Robertson,Liang Wenbo,10,5,19,Last 32,2020-08-02,2020 World Championship,3687,2020
1469,Ronnie O'Sullivan,Thepchaiya Un-Nooh,10,1,19,Last 32,2020-08-02 - 08-03,2020 World Championship,3687,2020
1470,Anthony McGill,Jack Lisowski,10,9,19,Last 32,2020-08-03,2020 World Championship,3687,2020
1471,Kurt Maflin,David Gilbert,10,8,19,Last 32,2020-08-01 - 08-02,2020 World Championship,3687,2020
