player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage,tournament_id,p1_frames_win_rate,p2_frames_win_rate,p1_matches_win_rate,p2_matches_win_rate
Jamie Clarke,Ricky Walden,7,1287,1380,0.3751029662893785,0.4421354272792656,336,168,2011,999,1169,691,7865,4301,111,52,529,257,246,126,924,488,0,4,1.0,0.0,6219,0.49676777722526105,0.5468531468531469,0.5,0.5911035072711719
Chris Wakelin,Wu Yize,7,1459,1340,0.6580301976734948,0.5738312575916094,430,232,2734,1415,113,56,782,394,263,138,835,452,136,71,568,298,4,2,0.0,0.6666666666666666,6219,0.5175566934893928,0.5038363171355499,0.5395348837209303,0.49557522123893805
Noppon Saengkham,Thepchaiya Un-Nooh,7,1399,1441,0.442788396574771,0.4737740906279313,463,241,3163,1602,564,329,3894,2077,154,79,779,419,123,65,641,349,0,4,1.0,0.0,6219,0.5064811887448625,0.5333846944016436,0.5205183585313174,0.5833333333333334
Judd Trump,Ryan Day,7,1671,1387,0.8323923521776074,0.6704011598088686,1458,1048,10084,6098,1316,778,8687,4727,425,269,1646,1009,262,135,968,506,4,2,0.0,0.6666666666666666,6219,0.6047203490678302,0.5441464256935651,0.7187928669410151,0.5911854103343465
Haris Tahir,Simon Blackwell,7,1063,1159,0.3712235715309693,0.440286350732807,14,9,88,46,62,32,312,166,63,34,88,46,79,46,106,58,4,1,0.0,0.8,6219,0.5227272727272727,0.532051282051282,0.6428571428571429,0.5161290322580645
Antoni Kowalski,Akani Songsermsawad,7,1134,1355,0.225786790831189,0.3652845846208415,41,21,228,118,232,125,1525,787,71,38,104,58,70,44,229,125,1,4,1.0,0.1999999999999999,6219,0.5175438596491229,0.5160655737704918,0.5121951219512195,0.5387931034482759
Martin O'Donnell,Elliot Slessor,7,1317,1392,0.3986489708076569,0.4532618480153861,512,260,3178,1607,379,186,2312,1141,155,79,461,229,207,116,636,332,3,4,1.0,0.4285714285714286,6219,0.5056639395846444,0.4935121107266436,0.5078125,0.49076517150395776
Robbie Williams,Yuan Sijun,7,1359,1432,0.4012914687549471,0.4545012127872179,560,301,3591,1844,272,143,1731,896,148,74,568,305,146,80,633,360,2,4,1.0,0.3333333333333333,6219,0.5135059871901977,0.5176198729058348,0.5375,0.5257352941176471
Gong Chenzhi,Xu Si,7,1137,1336,0.2486877523002487,0.3781283576925338,23,12,165,85,201,86,1280,588,78,38,165,85,131,65,491,241,1,4,1.0,0.1999999999999999,6219,0.5151515151515151,0.459375,0.5217391304347826,0.42786069651741293
Neil Robertson,Chris Totten,7,1489,1126,0.8895753795158947,0.7124883131320702,1275,845,9340,5374,97,34,561,227,241,142,955,543,87,49,175,96,4,1,0.0,0.8,6219,0.5753747323340471,0.40463458110516937,0.6627450980392157,0.35051546391752575
Michael Holt,Stan Moody,7,1245,1174,0.5960612197256479,0.5442588584178731,1010,569,7016,3699,53,19,317,141,41,15,304,153,92,42,281,126,0,4,1.0,0.0,6219,0.5272234891676169,0.444794952681388,0.5633663366336633,0.3584905660377358
Hammad Miah,Ben Mertens,7,1220,1244,0.4672268289773795,0.48500449838059,289,116,1849,835,100,46,610,304,74,28,400,181,104,49,439,222,1,4,1.0,0.1999999999999999,6219,0.45159545700378584,0.49836065573770494,0.4013840830449827,0.46
Stephen Maguire,Liam Graham,7,1416,985,0.9257123991491316,0.7460205900722962,1204,778,8802,4941,49,14,271,102,176,93,671,356,57,16,192,62,4,1,0.0,0.8,6219,0.5613496932515337,0.3763837638376384,0.6461794019933554,0.2857142857142857
Oliver Lines,Cheung Ka Wai,7,1279,1152,0.6679843009449487,0.578714862460134,372,176,2231,1086,27,17,158,93,67,22,439,206,52,23,158,93,4,3,0.0,0.5714285714285714,6219,0.48677722994173017,0.5886075949367089,0.4731182795698925,0.6296296296296297
Alfie Burden,Jak Jones,7,1277,1438,0.2911708832817937,0.4007118364916439,809,420,5747,2921,403,200,2654,1274,100,54,425,204,308,171,817,441,0,4,1.0,0.0,6219,0.5082651818340004,0.4800301431801055,0.519159456118665,0.49627791563275436
John Higgins,Shaun Murphy,7,1511,1513,0.4972656477862734,0.4987500026041602,1885,1328,14584,8591,1368,899,9879,5613,405,221,1369,779,247,139,919,524,4,2,0.0,0.6666666666666666,6219,0.5890702139330773,0.5681749164895232,0.7045092838196286,0.6571637426900585
Lyu Haotian,Allan Taylor,7,1360,1245,0.6530083881296338,0.5713839816769324,339,172,2220,1106,447,205,2634,1264,133,61,687,369,122,67,412,187,4,1,0.0,0.8,6219,0.4981981981981982,0.47987851176917234,0.5073746312684366,0.45861297539149887
Lewis Ullah,David Grace,7,1031,1194,0.2888475905595549,0.3995117254730336,31,13,178,82,481,222,3147,1519,40,22,125,65,82,35,458,213,0,4,1.0,0.0,6219,0.4606741573033708,0.48268191928821097,0.41935483870967744,0.46153846153846156
Ben Woollaston,David Gilbert,7,1383,1511,0.3307800690413796,0.4206757478512505,832,469,5253,2789,954,561,6544,3545,124,68,545,283,248,143,814,450,1,4,1.0,0.1999999999999999,6219,0.5309347039786788,0.5417176039119804,0.5637019230769231,0.5880503144654088
Ma Hailong,Marco Fu,7,1146,1374,0.2187742115852151,0.3612368248511581,37,12,241,103,972,568,7258,3930,106,48,241,103,116,63,392,199,2,4,1.0,0.3333333333333333,6219,0.42738589211618255,0.5414714797464867,0.32432432432432434,0.5843621399176955
Zhou Yuelong,Graeme Dott,7,1431,1341,0.6210041469292467,0.55601389054462,505,299,3187,1721,1183,691,8481,4562,136,67,879,468,126,68,649,343,1,4,1.0,0.1999999999999999,6219,0.5400062754941952,0.5379082655347247,0.592079207920792,0.5841081994928149
Xiao Guodong,Mark Davis,7,1494,1377,0.6555229391190918,0.5726080638632602,757,438,4747,2603,1316,782,9049,4918,196,108,928,495,127,69,509,254,2,4,1.0,0.3333333333333333,6219,0.5483463239941015,0.5434854680075146,0.5785997357992074,0.5942249240121581
Liam Davies,Anton Kazakov,7,1099,972,0.6679843009449487,0.578714862460134,43,20,260,121,48,9,279,92,63,30,234,111,83,33,257,83,4,0,0.0,1.0,6219,0.4653846153846154,0.32974910394265233,0.46511627906976744,0.1875
Thor Chuan Leong,Mark Joyce,7,1203,1305,0.3635067817280711,0.4365932137378064,181,64,1132,498,640,328,4426,2226,78,35,219,112,119,65,443,222,4,3,0.0,0.5714285714285714,6219,0.43992932862190814,0.5029371893357434,0.35359116022099446,0.5125
Long Zehuang,Ashley Carty,7,1342,1266,0.6026704349193373,0.5473576181430893,73,37,418,214,278,129,1630,799,153,88,259,136,96,47,343,168,0,4,1.0,0.0,6219,0.5119617224880383,0.4901840490797546,0.5068493150684932,0.46402877697841727
Tian Pengfei,Luca Brecel,7,1302,1447,0.3100835328422398,0.4103545214372688,564,310,3699,1947,643,374,4316,2334,112,56,479,237,117,59,828,451,2,4,1.0,0.3333333333333333,6219,0.5263584752635847,0.540778498609824,0.549645390070922,0.5816485225505443
Iulian Boiko,Si Jiahui,7,1170,1475,0.1507119493630424,0.3181037354104065,105,40,587,255,191,108,1292,694,110,53,353,178,295,169,868,474,4,1,0.0,0.8,6219,0.434412265758092,0.5371517027863777,0.38095238095238093,0.5654450261780105
Stuart Bingham,Bulcsú Révész,7,1436,1067,0.8932262852912048,0.7155512239631054,1507,951,10439,5911,16,6,118,54,257,133,951,503,67,31,118,54,4,0,0.0,1.0,6219,0.5662419772008813,0.4576271186440678,0.6310550763105508,0.375
Hossein Vafaei,Zhang Anda,7,1488,1432,0.5760654606907909,0.5349429451582145,334,203,2325,1244,483,251,3390,1732,181,107,848,489,213,105,840,466,1,4,1.0,0.1999999999999999,6219,0.5350537634408602,0.5109144542772861,0.6077844311377245,0.5196687370600414
Aaron Hill,Mark Allen,7,1314,1555,0.2061096941639776,0.3537719416690997,125,58,731,353,1079,717,7646,4348,110,55,525,271,309,173,1138,651,1,4,1.0,0.1999999999999999,6219,0.4829001367989056,0.568663353387392,0.464,0.6645041705282669
Marco Fu,Kyren Wilson,7,1374,1589,0.2319038910879731,0.3687693373835995,972,568,7258,3930,1054,672,6711,3786,116,63,392,199,512,291,1404,815,0,4,1.0,0.0,6219,0.5414714797464867,0.5641484130531963,0.5843621399176955,0.6375711574952562
Chris Wakelin,David Grace,7,1459,1194,0.8160262378047215,0.6598217549720575,430,232,2734,1415,481,222,3147,1519,263,138,835,452,82,35,458,213,4,2,0.0,0.6666666666666666,6219,0.5175566934893928,0.48268191928821097,0.5395348837209303,0.46153846153846156
Thepchaiya Un-Nooh,Ricky Walden,7,1441,1380,0.5827567809217526,0.5380512843858591,564,329,3894,2077,1169,691,7865,4301,123,65,641,349,246,126,924,488,4,3,0.0,0.5714285714285714,6219,0.5333846944016436,0.5468531468531469,0.5833333333333334,0.5911035072711719
Mark Davis,Judd Trump,7,1377,1671,0.1594061863947083,0.3240984722740593,1316,782,9049,4918,1458,1048,10084,6098,127,69,509,254,425,269,1646,1009,2,4,1.0,0.3333333333333333,6219,0.5434854680075146,0.6047203490678302,0.5942249240121581,0.7187928669410151
Elliot Slessor,Xu Si,7,1392,1336,0.5760654606907909,0.5349429451582145,379,186,2312,1141,201,86,1280,588,207,116,636,332,131,65,491,241,4,3,0.0,0.5714285714285714,6219,0.4935121107266436,0.459375,0.49076517150395776,0.42786069651741293
Mark Selby,Yuan Sijun,7,1523,1432,0.622303251187688,0.5566309599222533,1567,1069,11181,6507,272,143,1731,896,313,175,1243,705,146,80,633,360,4,3,0.0,0.5714285714285714,6219,0.581969412396029,0.5176198729058348,0.6821952776005106,0.5257352941176471
Zhang Anda,Stan Moody,7,1432,1174,0.8097380368967941,0.6558828412078137,483,251,3390,1732,53,19,317,141,213,105,840,466,92,42,281,126,3,4,1.0,0.4285714285714286,6219,0.5109144542772861,0.444794952681388,0.5196687370600414,0.3584905660377358
Stephen Maguire,Stuart Bingham,7,1416,1436,0.4726790179572131,0.4875026035157896,1204,778,8802,4941,1507,951,10439,5911,176,93,671,356,257,133,951,503,4,3,0.0,0.5714285714285714,6219,0.5613496932515337,0.5662419772008813,0.6461794019933554,0.6310550763105508
Akani Songsermsawad,Oliver Lines,7,1355,1279,0.6026704349193373,0.5473576181430893,232,125,1525,787,372,176,2231,1086,70,44,229,125,67,22,439,206,3,4,1.0,0.4285714285714286,6219,0.5160655737704918,0.48677722994173017,0.5387931034482759,0.4731182795698925
Iulian Boiko,Jak Jones,7,1170,1438,0.1813213925427838,0.3384968407970475,105,40,587,255,403,200,2654,1274,110,53,353,178,308,171,817,441,1,4,1.0,0.1999999999999999,6219,0.434412265758092,0.4800301431801055,0.38095238095238093,0.49627791563275436
Graeme Dott,John Higgins,7,1341,1511,0.2807899358531167,0.3953209152859906,1183,691,8481,4562,1885,1328,14584,8591,126,68,649,343,405,221,1369,779,2,4,1.0,0.3333333333333333,6219,0.5379082655347247,0.5890702139330773,0.5841081994928149,0.7045092838196286
Lyu Haotian,Haris Tahir,7,1360,1063,0.8429989187038389,0.6775422953274692,339,172,2220,1106,14,9,88,46,133,61,687,369,63,34,88,46,4,2,0.0,0.6666666666666666,6219,0.4981981981981982,0.5227272727272727,0.5073746312684366,0.6428571428571429
David Gilbert,Ashley Carty,7,1511,1266,0.7976923211673973,0.6485108747389209,954,561,6544,3545,278,129,1630,799,248,143,814,450,96,47,343,168,4,3,0.0,0.5714285714285714,6219,0.5417176039119804,0.4901840490797546,0.5880503144654088,0.46402877697841727
Neil Robertson,Thor Chuan Leong,7,1489,1203,0.8340553716337185,0.6715050342254059,1275,845,9340,5374,181,64,1132,498,241,142,955,543,78,35,219,112,3,4,1.0,0.4285714285714286,6219,0.5753747323340471,0.43992932862190814,0.6627450980392157,0.35359116022099446
Luca Brecel,Liam Davies,7,1447,1099,0.880033408790135,0.7047456979980911,643,374,4316,2334,43,20,260,121,117,59,828,451,63,30,234,111,4,1,0.0,0.8,6219,0.540778498609824,0.4653846153846154,0.5816485225505443,0.46511627906976744
Mark Allen,Ben Mertens,7,1555,1244,0.8538864678998308,0.6851410567502929,1079,717,7646,4348,100,46,610,304,309,173,1138,651,104,49,439,222,4,1,0.0,0.8,6219,0.568663353387392,0.49836065573770494,0.6645041705282669,0.46
Stephen Maguire,Judd Trump,7,1416,1671,0.1929994047610596,0.345811886238757,1204,778,8802,4941,1458,1048,10084,6098,176,93,671,356,425,269,1646,1009,2,4,1.0,0.3333333333333333,6219,0.5613496932515337,0.6047203490678302,0.6461794019933554,0.7187928669410151
Elliot Slessor,Kyren Wilson,7,1392,1589,0.2508331787523786,0.3793048086356445,379,186,2312,1141,1054,672,6711,3786,207,116,636,332,512,291,1404,815,4,2,0.0,0.6666666666666666,6219,0.4935121107266436,0.5641484130531963,0.49076517150395776,0.6375711574952562
Mark Selby,Thepchaiya Un-Nooh,7,1523,1441,0.6105601107289808,0.551071269307342,1567,1069,11181,6507,564,329,3894,2077,313,175,1243,705,123,65,641,349,4,3,0.0,0.5714285714285714,6219,0.581969412396029,0.5333846944016436,0.6821952776005106,0.5833333333333334
Oliver Lines,Stan Moody,7,1279,1174,0.6403298636636867,0.5652507475670999,372,176,2231,1086,53,19,317,141,67,22,439,206,92,42,281,126,4,1,0.0,0.8,6219,0.48677722994173017,0.444794952681388,0.4731182795698925,0.3584905660377358
Luca Brecel,Jak Jones,7,1447,1438,0.5123026114255718,0.5056247627073255,643,374,4316,2334,403,200,2654,1274,117,59,828,451,308,171,817,441,2,4,1.0,0.3333333333333333,6219,0.540778498609824,0.4800301431801055,0.5816485225505443,0.49627791563275436
Thor Chuan Leong,John Higgins,7,1203,1511,0.1484000824031716,0.3164791062636843,181,64,1132,498,1885,1328,14584,8591,78,35,219,112,405,221,1369,779,0,4,1.0,0.0,6219,0.43992932862190814,0.5890702139330773,0.35359116022099446,0.7045092838196286
Lyu Haotian,David Gilbert,7,1360,1511,0.3029244926392999,0.4067300078928128,339,172,2220,1106,954,561,6544,3545,133,61,687,369,248,143,814,450,3,4,1.0,0.4285714285714286,6219,0.4981981981981982,0.5417176039119804,0.5073746312684366,0.5880503144654088
Chris Wakelin,Mark Allen,7,1459,1555,0.3712235715309694,0.4402863507328071,430,232,2734,1415,1079,717,7646,4348,263,138,835,452,309,173,1138,651,3,4,1.0,0.4285714285714286,6219,0.5175566934893928,0.568663353387392,0.5395348837209303,0.6645041705282669
Mark Selby,David Gilbert,9,1523,1511,0.518450112354223,0.5074994375506203,1567,1069,11181,6507,954,561,6544,3545,313,175,1243,705,248,143,814,450,5,4,0.0,0.5555555555555556,6219,0.581969412396029,0.5417176039119804,0.6821952776005106,0.5880503144654088
Jak Jones,Oliver Lines,9,1438,1279,0.7294208076401818,0.5980868603322035,403,200,2654,1274,372,176,2231,1086,308,171,817,441,67,22,439,206,4,5,1.0,0.4444444444444444,6219,0.4800301431801055,0.48677722994173017,0.49627791563275436,0.4731182795698925
Elliot Slessor,John Higgins,9,1392,1511,0.3234855672463619,0.4261687424083906,379,186,2312,1141,1885,1328,14584,8591,207,116,636,332,405,221,1369,779,1,5,1.0,0.1666666666666666,6219,0.4935121107266436,0.5890702139330773,0.49076517150395776,0.7045092838196286
Judd Trump,Mark Allen,9,1671,1555,0.6723703942210427,0.5719961329315186,1458,1048,10084,6098,1079,717,7646,4348,425,269,1646,1009,309,173,1138,651,3,5,1.0,0.375,6219,0.6047203490678302,0.568663353387392,0.7187928669410151,0.6645041705282669
Mark Selby,Mark Allen,11,1523,1555,0.4460320996560893,0.4800106598444182,1567,1069,11181,6507,1079,717,7646,4348,313,175,1243,705,309,173,1138,651,6,3,0.0,0.6666666666666666,6219,0.581969412396029,0.568663353387392,0.6821952776005106,0.6645041705282669
John Higgins,Oliver Lines,11,1511,1279,0.8357844049641134,0.6410674063348171,1885,1328,14584,8591,372,176,2231,1086,405,221,1369,779,67,22,439,206,6,0,0.0,1.0,6219,0.5890702139330773,0.48677722994173017,0.7045092838196286,0.4731182795698925
John Higgins,Mark Selby,19,1511,1523,0.473590250549995,0.4925005624493797,1885,1328,14584,8591,1567,1069,11181,6507,405,221,1369,779,313,175,1243,705,5,10,1.0,0.3333333333333333,6219,0.5890702139330773,0.581969412396029,0.7045092838196286,0.6821952776005106
Dean Young,Saleh Alamoudi,7,1050,1000,0.5680051367615364,0.5312093733737563,106,39,551,225,0,0,0,0,65,19,336,130,0,0,0,0,4,0,0.0,1.0,6265,0.40834845735027225,0.5,0.36792452830188677,0.5
Mohammed Shehab,Jimmy White,7,1200,1117,0.6118704569089982,0.5516896693427003,79,32,602,287,1572,841,13065,6740,54,24,54,24,57,16,356,138,2,4,1.0,0.3333333333333333,6265,0.47674418604651164,0.5158821278224264,0.4050632911392405,0.5349872773536896
Chris Totten,Haris Tahir,7,1138,1082,0.5760654606907909,0.5349429451582145,99,35,570,232,17,11,106,56,96,54,184,101,81,44,106,56,4,2,0.0,0.6666666666666666,6265,0.4070175438596491,0.5283018867924528,0.35353535353535354,0.6470588235294118
Allan Taylor,Adeel Aqdus,7,1235,1000,0.7881034579959058,0.6427913242407762,449,206,2646,1269,0,0,0,0,134,72,424,192,0,0,0,0,4,2,0.0,0.6666666666666666,6265,0.47959183673469385,0.5,0.45879732739420936,0.5
Ali Al Obaidly,Zak Surety,7,962,1269,0.149167889067782,0.317020154419897,5,1,23,5,254,115,1465,696,19,5,19,5,130,63,478,232,0,4,1.0,0.0,6265,0.21739130434782608,0.4750853242320819,0.2,0.452755905511811
Akani Songsermsawad,Kreishh Gurbaxani,7,1366,1022,0.8773873941193158,0.7026606543447315,235,127,1541,798,24,9,134,63,86,55,245,136,70,34,111,53,4,0,0.0,1.0,6265,0.517845554834523,0.4701492537313433,0.5404255319148936,0.375
Amir Sarkhosh,Manasawin Phetmalaikul,7,1089,977,0.6492231123314619,0.569546223939229,33,14,217,108,57,17,322,128,46,19,92,43,66,20,177,68,4,0,0.0,1.0,6265,0.4976958525345622,0.39751552795031053,0.42424242424242425,0.2982456140350877
Bulcsú Révész,Iulian Boiko,7,1076,1191,0.3469916118703663,0.4286160183230676,18,7,129,58,108,42,603,264,78,35,129,58,126,62,369,187,4,2,0.0,0.6666666666666666,6265,0.4496124031007752,0.43781094527363185,0.3888888888888889,0.3888888888888889
Haydon Pinhey,Ayman Alamri,7,1134,1001,0.67536846283006,0.5823675407280794,111,50,587,275,3,1,16,8,98,44,324,155,0,0,16,8,4,0,0.0,1.0,6265,0.4684838160136286,0.5,0.45045045045045046,0.3333333333333333
Andrew Pagett,Wang Yuchen,7,1124,1152,0.4617811766046101,0.4825071423336102,346,149,2213,1035,97,36,609,259,107,45,380,150,57,29,141,80,4,2,0.0,0.6666666666666666,6265,0.46769091730682333,0.42528735632183906,0.430635838150289,0.3711340206185567
Kusai Hamed Sharif,Mink Nutcharut,7,1000,938,0.584092058776629,0.5386726052065081,0,0,0,0,44,3,252,71,0,0,0,0,58,13,251,71,1,4,1.0,0.1999999999999999,6265,0.5,0.28174603174603174,0.5,0.06818181818181818
Ziyad Al Qabbani,Stan Moody,7,1000,1208,0.2391631406818607,0.3728522336868044,0,0,0,0,57,22,339,154,0,0,0,0,114,55,303,139,0,4,1.0,0.0,6265,0.5,0.45427728613569324,0.5,0.38596491228070173
Abdullah Alotayyani,Ben Mertens,7,1000,1263,0.1857562082105626,0.3413014252643556,0,0,0,0,103,48,625,313,0,0,0,0,119,58,454,231,0,4,1.0,0.0,6265,0.5,0.5008,0.5,0.46601941747572817
Abdulraouf Sayegh,Robbie Mcguigan,7,995,1075,0.3920645840647389,0.450166002687522,1,0,5,1,68,24,315,136,0,0,0,0,38,16,179,79,3,4,1.0,0.4285714285714286,6265,0.2,0.43174603174603177,0.0,0.35294117647058826
Jonas Luz,Mostafa Dorgham,7,1000,1037,0.4495579375648125,0.4768914745109111,0,0,0,0,22,4,150,48,0,0,0,0,94,36,140,48,4,1,0.0,0.8,6265,0.5,0.32,0.5,0.18181818181818182
Oliver Lines,Faisal Bahashwan,7,1291,1000,0.8381631906470501,0.6742564252229473,378,181,2272,1107,0,0,0,0,108,43,480,227,0,0,0,0,4,0,0.0,1.0,6265,0.48723591549295775,0.5,0.47883597883597884,0.5
Yulu Bai,Peifan Lei,7,985,1203,0.2288331398565637,0.3670252233195393,12,3,88,32,113,50,660,310,35,11,88,32,34,14,263,119,2,4,1.0,0.3333333333333333,6265,0.36363636363636365,0.4696969696969697,0.25,0.4424778761061947
Dylan Emery,Julien Leclercq,7,1235,1184,0.569350718877824,0.5318318894162243,128,58,727,355,73,32,402,186,145,73,453,225,109,47,327,148,2,4,1.0,0.3333333333333333,6265,0.48830811554332876,0.4626865671641791,0.453125,0.4383561643835616
Antoni Kowalski,Habib Subah Humood,7,1146,974,0.721490850613204,0.6058736684317606,43,22,238,123,2,0,9,1,81,43,114,63,0,0,9,1,4,1,0.0,0.8,6265,0.5168067226890757,0.1111111111111111,0.5116279069767442,0.0
Cheung Ka Wai,Joshua Thomond,7,1166,1070,0.6287764284690306,0.5597136492671929,29,18,169,100,76,33,404,197,63,30,169,100,68,32,155,79,4,1,0.0,0.8,6265,0.591715976331361,0.4876237623762376,0.6206896551724138,0.4342105263157895
Khalid Kamali,Duane Jones,7,1034,1260,0.2207640970618442,0.362391347378075,5,3,26,17,327,147,1951,948,0,0,26,17,97,47,389,184,1,4,1.0,0.1999999999999999,6265,0.6538461538461539,0.4859046642747309,0.6,0.44954128440366975
Ahmed Aly Elsayed,Huang Jiahao,7,859,1036,0.2728494984923344,0.3911454307890496,21,0,103,14,30,10,170,72,56,9,103,14,31,8,67,32,0,4,1.0,0.0,6265,0.13592233009708737,0.4235294117647059,0.0,0.3333333333333333
Ahmed Abul,Michael Holt,7,1000,1238,0.2089905743017545,0.3554884462937054,0,0,0,0,1012,570,7024,3703,0,0,0,0,49,19,312,157,0,4,1.0,0.0,6265,0.5,0.5271924829157175,0.5,0.5632411067193676
Liam Graham,Ali Hussain Ali,7,994,1000,0.4917974901893887,0.496250070310918,51,15,281,107,0,0,0,0,67,21,202,67,0,0,0,0,4,0,0.0,1.0,6265,0.3807829181494662,0.5,0.29411764705882354,0.5
Siripaporn Nuanthakhamjan,Mohamed Elkhayat,7,868,1000,0.3258572551479266,0.4182406231581637,21,0,120,20,0,0,0,0,52,5,120,20,0,0,0,0,3,4,1.0,0.4285714285714286,6265,0.16666666666666666,0.5,0.0,0.5
